,artist_name,born_death,estimate,event,lot_number,medium,provenance,signature,size,sold_price,title,year_creation
60,Édouard Vuillard ,1868-1940,"USD 200,000 - USD 300,000",nov17,381,oil on canvas,"Estate of the artist.
Galerie Alfred Daber, Paris (acquired from the above, 1941).
The Lefevre Gallery (Alex. Reid & Lefevre, Ltd.), London.
Acquired from the above by the late owner, 1985.",signed 'E. Vuillard' (upper left),7 ½ x 9 7/8 in. (19 x 25.1 cm.)|,"USD 396,500",Tasse et mandarine,Painted in 1887-1888
61,Édouard Vuillard ,1868-1940,"USD 200,000 - USD 300,000",nov17,382,oil on card,"Estate of the artist.
Arthur Tooth & Sons, Ltd., London.
Private collection, London (acquired from the above, December 1957).
Private collection, London (by descent from the above); sale, Christie's, London, 26 June 1995, lot 2.
Galerie Hopkins-Thomas, Paris.
Acquired from the above by the late owner, May 1996.",stamped with signature 'E. Vuillard' (Lugt 2497a; lower center),11 3/8 x 9 1/8 in. (23 x 27.9 cm.) (oval)|,"USD 150,000",La grande serviette,Painted circa 1891-1892
62,Édouard Vuillard ,1868-1940,"USD 200,000 - USD 300,000",nov17,383,peinture à la colle on card laid down on canvas,"Dr. Parvu, Paris (gift from the artist, March 1922).
Jos. Hessel, Paris (circa 1938).
Galerie Alfred Daber, Paris (circa 1947).
Private collection, Paris.
Galerie Bellier, Paris.
Acquired from the above by the late owner, February 1987.",signed 'E. Vuillard' (lower right),27 x 17 7/8 in. (68.6 x 45.4 cm.)|,"USD 150,000",La Consultation,Painted in 1922
63,Maximilien Luce ,1858-1941,"USD 10,000 - USD 15,000",nov17,384,oil on canvas,"Anon. sale, Parke-Bernet Galleries, Inc., New York, 8 April 1964, lot 62.
Anon. sale, Sotheby's, New York, 21 February 1990, lot 20A.
Acquired at the above sale by the late owner.",signed 'Luce' (lower left); dated and titled '1908 La baignade à Bessy-sur-Cure Yonne' (on the stretcher),16 ½ x 13 1/8 in. (41.3 x 33.4 cm.)|,"USD 6,875",La baignade à Bessy,Painted in 1908
64,Maurice Denis ,1870-1943,"USD 25,000 - USD 35,000",nov17,385,oil on canvas,"Dominique Denis, France (son of the artist).
Galerie La Cave, Paris (acquired from the above, circa 1980).
Hirschl & Adler Galleries, Inc., New York (acquired from the above).
Acquired from the above by the late owner, September 1981.",bears monogram (lower left),15 x 18 ½ in. (38 x 46.2 cm.)|,"USD 60,000",La dune rose,Painted in 1899
65,Gerhard Marcks ,1889-1981,"USD 5,000 - USD 7,000",nov17,386,bronze with brown patina,"Kuno Sponholz, New York.
Fine Arts Associates (Otto M. Gerson), New York.
Anon. sale, Sotheby's, New York, 20 February 1997, lot 92.
Acquired at the above sale by the late owner.",signed with monogram (on the right buttock),Height: 9 ¼ in. (23.5 cm.)|,"USD 15,000",Zehspieler,Conceived in 1942
66,Ewald Mataré ,1887-1965,"USD 30,000 - USD 50,000",nov17,387,bronze with gold and brown patina,"Anon. sale, Sotheby's, New York, 21 February 2002, lot 76.
Acquired at the above sale by the late owner.",signed with monogram (on the left side); signed again with monogram (on the rim),Length: 9 in. (22.8 cm.)|,"USD 37,500","Kleine liegende Kuh II ""Porzellankuh""",Conceived and cast in 1936
67,Gerhard Marcks ,1889-1981,"USD 7,000 - USD 10,000",nov17,388,bronze with brown and red patina,"Fine Arts Associates (Otto M. Gerson), New York (1957).
Etta E. Steinberg, St. Louis; Estate sale, Sotheby Parke Bernet, Inc., New York, 13 May 1977, lot 719.
Acquired at the above sale by the late owner.",signed with monogram (on the top of the base); stamped with foundry mark and numbered 'RICH. BARTH BLN. MARIENDORF VII' (on the back of the base),Height: 20 in. (50.8 cm.)|,"USD 5,625",Hemdauszieher,Conceived in 1944; this bronze version cast by 1957.
68,Karl Geiser ,1898-1957,"USD 5,000 - USD 8,000",nov17,389,bronze with dark brown patina,"Estate of the artist.
Galerie Alex Vömel, Dusseldorf.
Anon. sale, Sotheby's, Zurich, 8 December 1999, lot 138.
Acquired at the above sale by the late owner.",numbered and stamped with foundry mark '2/5 M. PASTORI GENÈVE CIRE PERDUE ' and with Nachlass stamp (on the top of the base),Height: 30 ½ in. (77.5 cm.)|,"USD 8,750",Studie zum David,Conceived circa 1944; this bronze version cast by the estate of the artist
69,Jean Lurçat ,1892-1966,"USD 12,000 - USD 18,000",nov17,391,oil on canvas,"Private collection, Sweden; sale, Christie's, New York, 29 September 2004, lot 97.
Acquired at the above sale by the late owner.",signed and dated 'Lurçat 24' (lower right),23 ¾ x 35 7/8 in. (60.3 x 91.1 cm.)|,"USD 17,500",Paysage espagnol,Painted in 1924
70,Louis Marcoussis ,1878-1941,"USD 40,000 - USD 60,000",nov17,392,oil on board laid down on cradled panel,"Edgardo Acosta Gallery, Beverly Hills.
Private collection, Montecito, California; sale, Christie's, New York, 13 May 1992, lot 236.
Private collection, New York (acquired at the above sale).
Margo Pollins Schab, Inc., New York.
Acquired from the above by the late owner, October 1998.",signed 'marcoussis' (lower left),12 ½ x 29 3/8 in. (31.8 x 74.6 cm.)|,"USD 56,250",Nature morte,n/a
71,Giacomo Manzù ,1908-1991,"USD 20,000 - USD 30,000",nov17,393,bronze with brown patina,"Private collection, Los Angeles; sale, Sotheby's, New York, 11 May 2000, lot 90A.
Acquired at the above sale by the late owner.",stamped with signature 'MANZÙ' (on the right side of the base),Height: 50 in. (127 cm.)|,"USD 12,500",Guerriero in piedi,n/a
72,Jean Lurçat ,1892-1966,"USD 15,000 - USD 25,000",nov17,396,oil and sand on canvas,"Etienne Bignou, Paris (1927).
The Lefevre Gallery (Alex. Reid & Lefevre, Ltd.), London.
Private collection, London; sale, Christie's, London, 29 June 1992, lot 78.
Acquired at the above sale by the late owner.",signed and dated 'Lurçat 27' (lower left),18 1/8 x 28 ¾ in. (46 x 73 cm.)|,"USD 20,000",Paysage lacustre,Painted in 1927
73,Jules Pascin ,1885-1930,"USD 30,000 - USD 50,000",nov17,398,oil over pencil on canvas,"Ruth Wood-Gaylor, New York (gift from the artist).
Downtown Gallery, New York (1931).
Jean Mauzé, New York (by 1959).
By descent from the above to the late owner.","signed, dated, inscribed and dedicated 'to Wood-Gaylor pascin New York 1917.' (lower right)",24 ¼ x 20 1/8 in. (61.3 x 51.1 cm.)|,"USD 47,500",Fillette au chat (Portrait de Ruth Wood-Gaylor),Painted in 1917
74,Pablo Picasso ,1881-1973,"USD 100,000 - USD 150,000",nov17,400,"white earthenware ceramic pitcher, partially engraved, with colored engobe, black oxide and glaze","Estate of the artist.
Marina Picasso, Paris (by descent from the above).
Galerie Yoshii, Tokyo.
Acquired from the above by the present owner, circa 1989.",dated '5.2.54.' (below the handle); stamped 'Madoura Plein Feu' (on the underside),Height: 14 3/8 in. (36.4 cm.)|,"USD 112,500",Pichet à lampe (Visage découpé),Executed on 5 February 1954; unique
75,Fernand Léger ,1881-1955,"USD 600,000 - USD 800,000",nov17,402,oil on canvas,"Galerie Louis Carré & Cie., Paris.
Sidney Janis Gallery, New York.
Acquired from the above by the family of the present owner, 1949.",signed and dated 'F.LEGER.48' (lower right),25 ½ x 19 5/8 in. (65 x 50 cm.)|,"USD 948,500",Tête de femme (Figure II),Painted in 1948
76,Joan Miró ,1893-1983,"USD 250,000 - USD 350,000",nov17,403,bronze,"Pierre Matisse Gallery, New York.
Acquired from the above by the family of the present owners, June 1983.","signed, numbered and inscribed with foundry mark 'Miró 1/2 Parellada' (on the back)",Height: 23 5/8 in. (60 cm.)|,"USD 396,500",Femme,Conceived in 1970
77,Jean ,Hans Arp ,"USD 70,000 - USD 100,000",nov17,404,Height: 50 ¼ in. (127.7 cm.),"Jacques Polieri, Paris.
Anon. sale, Hôtel Drouot, Paris, 17 June 1985, lot 66.
Acquired at the above sale by the present owner.",brass,,"USD 81,250",Seuil,Conceived and executed in 1960
78,Max Ernst ,1891-1976,"USD 70,000 - USD 100,000",nov17,405,oil on canvas,"Hans and Frida Richter, Southbury, Connecticut (gift from the artist, 1948).
Private collection (by descent from the above); sale, Christie's, New York, 5 May 2004, lot 200.
Acquired at the above sale by the present owner.",signed 'max ernst' (lower right); signed again and dedicated 'A HANS RICHTER amicalement MAX ERNST' (on the reverse),6 7/8 x 10 in. (17.5 x 25.4 cm.)|,"USD 81,250",Ohne titel,Painted in 1948
79,René Magritte ,1898-1967,"USD 300,000 - USD 500,000",nov17,406,8 x 8 ¼ in. (20.3 x 21 cm.),"Gift from the artist to the present owner, 1960.",oil on canvas,,"USD 672,500",L'évidence éternelle: genoux,Painted in 1954
80,Max Ernst ,1891-1976,"USD 70,000 - USD 100,000",nov17,408,oil on board,"Private collection, New York.
Gift from the above to the present owner, circa 2000.",signed twice 'max ernst' (lower center and lower right),3 ¾ x 13 ½ in. (9.4 x 34.3 cm.)|,"USD 75,000",Ohne titel,Painted circa 1956
81,Jean ,Hans Arp ,"USD 60,000 - USD 80,000",nov17,409,Height: 12 ½ in. (31.8 cm.),"Kovler Gallery, Chicago.
Acquired from the above by the family of the present owner, August 1970.",polished bronze,,"USD 150,000",Fleur de rêve au museau,Conceived and cast in 1954
82,Jean ,Hans Arp ,"USD 250,000 - USD 350,000",nov17,410,painted wood relief in the artist's frame,"Acquired from the artist by the family of the present owner, April 1954.",signed twice 'Arp' (on the reverse) and signed again 'Arp' (on a label affixed to the reverse),47 1/8 x 37 3/8 in. (120 x 95 cm.)|,"USD 348,500","Vase, Amphore enceinte",Executed in 1953
83,Naum Gabo ,1890-1977,"USD 200,000 - USD 300,000",nov17,411,Perspex with nylon monofilament,"Acquired from the artist by the family of the present owner, 1958.",signed twice 'N GABO Gabo' (near the lower edge),Height: 15 1/8 in. (38.5 cm.)|,"USD 250,000",Linear Construction in Space No. 2,Executed circa 1957-1958; unique
84,Pablo Picasso ,1881-1973,"USD 1,000,000 - USD 1,500,000",nov17,412,oil on canvas,"Estate of the artist.
Maya Widmaier-Picasso, Paris (by descent from the above).
Thomas Ammann Fine Art, Zurich.
Private collection (circa 1982); sale, Sotheby's, London, 24 March 1999, lot 36.
Acquired at the above sale by the present owner.",dated '22.3.47.' (on the reverse),23 5/8 x 28 5/8 in. (59.9 x 72.7 cm.)|,"USD 1,092,500",Nature morte à l'oiseau en cage,Painted on 22 March 1947
85,Barbara Hepworth ,1903-1975,"USD 200,000 - USD 300,000",nov17,413,polished bronze with original wooden base,"Mr. and Mrs. A. Harvey (acquired from the artist, May 1967).
Anon. sale, Sotheby's, New York, 7 October 1988, lot 169.
New Art Centre & Gimpel Fils, London (acquired at the above sale).
Mr. and Mrs. Fried, United States (acquired from the above, August 1989); sale, Sotheby's, London, 26 June 2008, lot 390.
Acquired at the above sale by the late owner.","signed, dated, numbered and stamped with foundry mark 'Barbara Hepworth 1967 3/9 MS' (on a plaque on the underside)",Height: 7 7/8 in. (20 cm.) (including base)|,"USD 187,500",Two Forms (Orkney),Conceived and cast in 1967
86,Vilmos Huszár ,1884-1960,"USD 10,000 - USD 15,000",nov17,415,oil on panel in the artist's painted frame,"Died Vissir, Hungary (possibly acquired from the artist).
B.J. Teyinck, Schoonhoven, Netherlands (acquired from the above, 1931).
Private collection, France; sale, Christie's, London, 29 November 1982, lot 45.
Acquired at the above sale by the late owner.",signed with initials 'VH' (lower right),16 5/8 x 15 ¼ in. (42.3 x 38.9 cm.)|,"USD 237,500",Composition abstraite,Painted circa 1918-1928
87,Auguste Rodin ,1840-1917,"USD 150,000 - USD 250,000",nov17,416,bronze with dark brown patina,"Musée Rodin, Paris.
Galerie Bollag, Zurich (acquired from the above, April 1930).
Charles Pacquement, Paris; Estate sale, Galerie Georges Petit, Paris, 12 December 1932, lot 72b.
Galerie Eugène Blot, Paris (acquired at the above sale).
Private collection, France; Estate sale, Paris-Drouot, Etude Bivort, Paris, 31 May 1956, lot 6.
Fine Arts Associates (Otto M. Gerson), New York (acquired at the above sale).
Malborough-Gerson Gallery, New York.
Mr. and Mrs. Josef Rosensaft, New York (acquired from the above, 1965); Estate sale, Sotheby Parke Bernet, Inc., New York, 17 March 1976, lot 2.
Acquired at the above sale by the late owner.",signed 'A. Rodin' (on the top of the base); inscribed with foundry mark '.Alexis RUDIER. Fondeur. PARIS.' (on the back of the base); with raised signature 'A. Rodin' (on the underside),Height: 18 ¼ in. (46.6 cm.)|,"USD 175,000","L'un des Bourgeois de Calais: Jean de Fiennes, vêtu, réduction",Conceived between 1887-1895; this bronze version cast in 1927
88,Maximilien Luce ,1858-1941,"USD 700,000 - USD 1,000,000",nov17,417,oil on canvas,"Jean Sutter, Paris; Estate sale, Sotheby Parke Bernet & Co., London, 8 December 1977, lot 320.
Musée du Petit Palais, Geneva.
Stanford Z. Rothschild, Jr., Baltimore (December 1982).
Gift from the above to the present owner.",signed 'Luce' (lower right),25 5/8 x 21 ¼ in. (65.1 x 54 cm.)|,"USD 1,002,500",Une Cuisine,Painted in 1888-1889
89,Maurice Denis ,1870-1943,"USD 250,000 - USD 350,000",nov17,420,oil on canvas,"Edmond Deman, Brussels (acquired from the artist, 1895).
Galerie Lorenceau, Paris (until 1967).
E.J. van Wisselingh & Co., Amsterdam (1968).
Acquired from the above by the family of the present owner, 1970.",signed with monogram and dated '94' (lower right),21 ¾ x 27 3/8 in. (55.3 x 69.5 cm.)|,"USD 396,500",La Pécheresse,Painted in 1894
90,After Paul Gauguin ,1848-1903,"USD 25,000 - USD 35,000",nov17,421,bronze with brown patina,"Stuart Pivar, New York.
Acquired from the above by the present owner.",with raised initials 'PGO' (on the top); stamped with foundry mark 'C. VALSUANI CIRE PERDUE' (on the back),Height: 19 ½ in. (49.6 cm.)|,"USD 22,500",Cylindre au Christ en croix,Conceived circa 1894
91,Maurice Denis ,1870-1943,"USD 15,000 - USD 20,000",nov17,422,oil on board laid down on board,"Dr. Lesné, Paris (gift from the artist).
Pierre Zizine, Paris.
Private collection, South Africa.
Meserve Coale Gallery, Greenwich, Connecticut.
Acquired from the above by the present owner, September 2001.",signed and dated 'MAVRICE DENIS 1927' (lower left); signed again and dedicated 'Au Dr Lesné de l'Académie de Médecine son bien reconnaissant M. Denis' (lower right),19 7/8 x 14 ¾ in. (50.5 x 37.5 cm.)|,"USD 18,750",Acis et Galatée,Painted in 1924-1927
92,Paul Sérusier ,1864-1927,"USD 100,000 - USD 150,000",nov17,423,oil on canvas,"Private collection, Germany.
Galerie Schwarzer, Dusseldorf.
Claude Kéchichian, Paris.
Olivier Thomas, Paris.
Acquired by the present owner, 2002.",signed 'P. Ser' (lower right); signed again and titled 'Sérusier Pèlerinage' (on the reverse),35 ¾ x 26 ¾ in. (91 x 68 cm.)|,"USD 237,500",Pèlerinage,Painted in 1894
93,Pierre-Auguste Renoir ,1841-1919,"USD 250,000 - USD 350,000",nov17,424,oil on canvas,"Galerie Durand-Ruel et Cie., Paris (acquired from the artist, August 1908).
Dr. Albert C. Barnes, Merion, Pennsylvania (acquired from the above, March 1914).
Nelle M. Mullen, Merion, Pennsylvania (acquired from the above, circa 1925); Estate sale, Samuel T. Freeman & Co., Philadelphia, 15 November 1967, lot 14.
Jane du Pont Lunger, Greenville, Delaware (acquired at the above sale).
The Delaware Art Museum (gift from the above); sale, Christie's, New York, 5 May 2004, lot 231.
Acquired at the above sale by the present owner.",signed 'Renoir.' (lower left),12 5/8 x 18 ¼ in. (32 x 46.3 cm.)|,"USD 456,500",La maison de la poste à Cagnes,Painted circa 1907
94,Gustave Loiseau ,1865-1935,"USD 80,000 - USD 120,000",nov17,426,oil on canvas,"Galerie Durand-Ruel et Cie., Paris.
Galerie Commeter, Hamburg.
Private collection, Germany.
Private collection, Germany (by descent from the above).",signed ‘G Loiseau’ (lower right),23 ¾ x 28 ¾ in. (60.4 x 73 cm.)|,"USD 87,500","Le Pont Corneille, Rouen",Painted in 1927
95,Armand Guillaumin ,1841-1927,"USD 70,000 - USD 100,000",nov17,427,oil on canvas,"Maxwell Galleries, San Francisco.
Acquired from the above by the late owners, March 1973.",signed 'Guillaumin' (lower left),17 7/8 x 14 ¾ in. (45.3 x 37.4 cm.)|,"USD 68,750",Autoportrait,Painted circa 1888
96,Aristide Maillol ,1861-1944,"USD 150,000 - USD 200,000",nov17,429,bronze with dark brown patina,"Buchholz Gallery (Curt Valentin), New York.
Private collection, Minneapolis.
Jane Wade, Ltd., New York.
Acquired from the above by the late owners, January 1972.",signed with monogram and inscribed with foundry mark '.Alexis Rudier. .Fondeur. Paris.' (on the back),Height: 11 1/8 in. (28.2 cm.)|,"USD 162,500",Léda,Conceived in 1900; this bronze version cast during the artist's lifetime
97,Raoul Dufy ,1877-1953,"USD 300,000 - USD 400,000",nov17,430,oil on canvas,"Mr. and Mrs. Max Miller, New York.
M. Knoedler & Co., Inc, New York (acquired from the above).
Acquired from the above by the late owners, August 1963.",signed and dated 'Raoul Dufy 38' (lower right),13 x 32 ½ in. (33 x 82.5 cm.)|,"USD 588,500",Le bassin de Deauville,Painted in 1938
98,,,,nov17,,,,,,,,
99,,,,nov17,,,,,,,,
100,Aristide Maillol ,1861-1944,"USD 50,000 - USD 70,000",nov17,435,bronze with brown and green patina,"Estate of the artist.
Private collection, New York (acquired from the above).
Jason McCoy, Inc., New York.
Acquired from the above by the late owners, May 1990.","signed with monogram, numbered and inscribed with foundry mark '3/6 Alexis Rudier. .Fondeur. Paris.' (on the back of the base)",Height: 8 3/8 in. (23.5 cm.)|Length: 13 ¼ in. (35.5 cm.)|,"USD 50,000",Etude pour Le monument à Paul Cézanne,Conceived in 1912
101,Alexander Archipenko ,1887-1964,"USD 50,000 - USD 70,000",nov17,436,bronze with green patina,"Estate of the artist.
Anon. sale, Sotheby Parke Bernet, Inc., New York, 29 October 1970, lot 26.
Acquired at the above sale by the late owners.",signed and numbered 'Archipenko 4/12F' (on the right side),Height: 9 7/8 in. (25.2 cm.)|,"USD 62,500",Conversation,Conceived in 1936
102,Georg Kolbe ,1877-1947,"USD 40,000 - USD 60,000",nov17,439,bronze with brown patina,"Estate of the artist.
Dalzell Hatfield Galleries, Los Angeles.
Nanette Fabray, Los Angeles.
Weintraub Gallery, New York.
Acquired from the above by the family of the present owner, January 1980.",signed with monogram (on the bottom of the left foot); stamped with foundry mark 'H.NOACK BERLIN' (on the ball of the left foot),Height: 21 1/8 in. (53.6 cm.)|,"USD 50,000",Kniende,Conceived in 1926
103,Claude Monet ,1840-1926,"USD 1,000,000 - USD 1,500,000",nov17,441,oil on canvas,"Gustave Caillebotte, Paris (acquired from the artist).
Martial Caillebotte, Paris (by descent from the above).
Mme Martial Caillebotte, Paris (acquired from the estate of the above, 1929).
Mme Albert Chardeau, Paris.
Acquavella Galleries, Inc., New York (by 1976).
Anon. sale, Sotheby Parke Bernet & Co., London, 1 July 1980, lot 29.
Private collection, Switzerland; sale, Christie's, London, 6 February 2006, lot 75.
Acquired at the above sale by the late owner.",signed 'Claude Monet' (lower right),19 5/8 x 24 in. (49.8 x 61 cm.)|,"USD 1,212,500",La Plaine de Gennevilliers,Painted in 1877
104,Armand Guillaumin ,1841-1927,"USD 18,000 - USD 25,000",nov17,443,oil on canvas,"Galerie Durand-Ruel et Cie., Paris.
Camille Pissarro, Paris; Estate sale, Galerie Georges Petit, Paris, 3 December 1928, lot 81.
Dennis Hotz Fine Art, South Africa.
Private collection (acquired from the above, 1989).
Acquired by the late owner, circa 2006.",signed 'Guillaumin' (lower left),9 ½ x 12 ¾ in. (24 x 32.5 cm.)|,"USD 37,500",Notre-Dame de Paris vue des quais,Painted circa 1878
105,Francis Picabia ,1879-1953,"USD 70,000 - USD 100,000",nov17,444,oil on canvas,"Galerie Pascal Lansberg, Paris.
Anon. sale, Christie's, London, 10 December 1997, lot 140.
Private collection, England (acquired at the above sale); sale, Sotheby's, New York, 3 November 2005, lot 409.
Acquired at the above sale by the late owner.","signed, dated and titled 'Picabia 1902 Martigues' (lower right)",15 1/8 x 18 ¼ in. (38.5 x 46.4 cm.)|,"USD 87,500",Martigues,Painted in 1902
106,Camille Pissarro ,1830-1903,"USD 700,000 - USD 1,000,000",nov17,445,oil on canvas,"Eugène Leroux, Paris (acquired from the artist, circa 1877).
Galerie Durand-Ruel et Cie., Paris (acquired from the above, May 1899).
Paul Durand-Ruel, Paris.
Durand-Ruel Galleries, New York (until 1935).
Maurice Coutot, Paris; sale, Drouot-Montaigne, Paris, 21 November 1987, lot 379.
Alain Delon, Paris; sale, Christie's, London, 2 April 1990, lot 17.
Galerie Urban, Paris (acquired at the above sale and until 1993).
Anon. sale, Phillips, New York, 11 May 2000, lot 5.
Anon. (acquired at the above sale); sale, Christie's, New York, 7 November 2001, lot 114.
Private collection, Connecticut (acquired at the above sale); sale, Christie's, New York, 5 May 2010, lot 329.
Acquired at the above sale by the late owner.",signed and dated 'C.Pissarro.1877' (lower right),18 3/8 x 22 in. (46.7 x 55.9 cm.)|,"USD 1,152,500",Verger à Saint-Ouen-l'Aumône en hiver,Painted in 1877
107,André Derain ,1880-1954,"USD 30,000 - USD 50,000",nov17,446,oil on canvas,"Galerie Kahnweiler, Paris.
H.F. Secker, Cologne.
Richard Goetz, Paris.
Albert Otten, New Jersey (acquired from the above, by 1937); Estate sale, Christie's, New York, 25 September 2003, lot 522.
Anon. (acquired at the above sale); sale, Christie's, New York, 14 September 2005, lot 124.
Acquired at the above sale by the late owner.",signed 'a derain' (upper right),21 x 20 in. (54.8 x 53.5 cm.)|,"USD 30,000",L'église de Crécy-en-Brie,Painted in 1911
108,Maurice de Vlaminck ,1876-1958,"USD 60,000 - USD 80,000",nov17,447,oil on canvas,"Private collection, Palm Beach; Estate sale, Christie's, New York, 5 May 2005, lot 272.
Acquired at the above sale by the late owner.",signed 'Vlaminck' (lower right),21 ¼ x 25 5/8 in. (54 x 65.1 cm.)|,"USD 100,000",Village au bord de la rivière,n/a
109,Eugène Boudin ,1824-1898,"USD 100,000 - USD 150,000",nov17,448,oil on panel,"Comte de Trournemire, Toulouse; sale, Hôtel Drouot, Paris, 18 June 1924.
Arthur Tooth & Sons, Ltd., London.
Skinner collection, Bramham Hall, Bedfordshire; sale, Christie's, London, 30 June 1967, lot 86.
Michael F. Drinkhouse, New York (acquired at the above sale); sale, Sotheby Parke Bernet, Inc., New York, 17 May 1978, lot 9.
Linsay R. Thune.
Private collection, Philadelphia; sale, Christie's, New York, 13 May 1980, lot 18.
Ruth Pruitt Phillips, Montana (acquired at the above sale); Estate sale, Sotheby's, New York, 3 November 2005, lot 208.
Acquired at the above sale by the late owner.",signed 'E. Boudin.' (lower right),12 3/8 x 15 7/8 in. (31.5 x 40.3 cm.)|,"USD 237,500","Trouville, les jetées, marée haute",Painted circa 1892-1896
110,Albert Lebourg ,1849-1928,"USD 8,000 - USD 12,000",nov17,449,oil on canvas,"Anon. sale, Briest, Paris, 26 March 1990, lot 24.
Anon. sale, Sotheby's, New York, 11 October 2011, lot 62.
Acquired at the above sale by the late owner.",signed 'a Lebourg' (lower right),18 ¼ x 30 in. (46.2 x 76 cm.)|,"USD 11,875",Cour de ferme (Normandie),n/a
111,Albert Lebourg ,1849-1928,"USD 15,000 - USD 20,000",nov17,450,oil on canvas,"Anon. sale, Sotheby's, New York, 23 February 2006, lot 26.
Acquired at the above sale by the late owner.",signed 'Albert Lebourg.' (lower left),17 1/8 x 24 1/8 in. (43.5 x 63.3 cm.)|,"USD 17,500",Le bas de Meudon depuis les hauteurs de Bellevue,n/a
112,Maximilien Luce ,1858-1941,"USD 12,000 - USD 18,000",nov17,451,oil on canvas,"Anon. sale, Sotheby's, New York, 23 February 2006, lot 27.
Acquired at the above sale by the late owner.",signed 'Luce' (lower right),19 3/8 x 25 5/8 in. (49.3 x 65.1 cm.)|,"USD 15,000",Péniches sur la Seine,n/a
113,Maximilien Luce ,1858-1941,"USD 30,000 - USD 50,000",nov17,452,oil on board,"P. Rousseau (acquired from the artist).
Private collection; sale, Sotheby's, New York, 4 May 2005, lot 127.
Acquired at the above sale by the late owner.","signed, dated, and dedicated 'A l'ami P. Rousseau votre devoue Luce 97' (lower left)",13 ½ x 20 in. (34.3 x 50.8 cm.)|,"USD 72,500","Eragny, Les Meules",Painted in 1897
114,Carlos Nadal ,1917-1998,"USD 20,000 - USD 30,000",nov17,453,oil on canvas,"The Bruton Street Gallery, London.
Private collection, Texas (acquired from the above, 1996); sale, Christie's, New York, 14 February 2008, lot 105.
Acquired at the above sale by the late owner.","signed 'cNadal' (lower right); signed again, dated and titled 'cNadal 1992 Soutine chez l'amateur' (on the reverse)",23 5/8 x 28 7/8 in. (60 x 73.4 cm.)|,"USD 20,000",Soutine chez l'amateur,Painted in 1992
115,Carlos Nadal ,1917-1998,"USD 15,000 - USD 20,000",nov17,454,oil on canvas,"Anon. (acquired from the artist, circa 1995); sale, Christie's, New York, 14 September 2006, lot 13.
Acquired at the above sale by the late owner.",signed 'cNadal' (lower right); signed again and titled 'cNadal Bodegon' (on the reverse),15 ½ x 18 ½ in. (39.5 x 47 cm.)|,"USD 15,000",Bodegón,n/a
116,André Brasilier ,b. 1929,"USD 50,000 - USD 70,000",nov17,455,oil on canvas,"Anon. sale, Christie's, New York, 22 September 2009, lot 66.
Acquired at the above sale by the late owner.","signed 'André Brasilier.' (lower right); signed again with initials, dated and titled 'A.B. 81. Cavalcade portugaise' (on the stretcher)",35 x 45 ½ in. (89 x 115.6 cm.)|,"USD 112,500",Cavalcade portugaise,Painted in 1981
117,André Brasilier ,b. 1929,"USD 40,000 - USD 60,000",nov17,456,oil on canvas,"David B. Findlay Galleries, New York.
Private collection, Chicago (acquired from the above, 1974); sale, Christie's, New York, 10 September 2008, lot 107.
Acquired at the above sale by the late owner.","signed 'André Brasilier' (lower center); signed again with initials, dated and titled 'A.B. 1968 La Meute ' (on the reverse)",35 x 45 ¾ in. (89 x 116 cm.)|,"USD 52,500",La Meute,Painted in 1968
118,Ossip Zadkine ,1890-1967,"USD 25,000 - USD 35,000",nov17,457,bronze with dark brown patina,"Galerie Artcurial, Paris.
Acquired from the above by the present owner, September 1979.","signed with initials, numbered and inscribed with foundry mark 'OZ 3/8 Susse Fondeur Paris' (on the right side)",Height: 15 3/8 in. (38 cm.)|,"USD 30,000",Les Amis,Conceived in 1965; this bronze version cast in 1973
119,Tamara De Lempicka ,1898-1980,"USD 40,000 - USD 60,000",nov17,458,oil on board,"Barry Friedman, New York.
Anon. sale, Christie's, London, 24 June 1986, lot 460.",signed 'T.DE LEMPICKA.' (lower left),12 7/8 x 9 3/8 in. (32.7 x 23.9 cm.)|,"USD 150,000",Bouquet de violettes,Painted circa 1927
120,André Brasilier ,b. 1929,"USD 20,000 - USD 30,000",nov17,459,oil over pencil on canvas,"Galerie Nichido, Tokyo.
Private collection, Japan (acquired from the above, 1983).
Acquired from the above by the present owner.",signed 'André Brasilier.' (lower right),25 ¾ x 19 ¾ in. (65.4 x 50.3 cm.)|,"USD 30,000",Les Miroirs,Painted in 1982
121,Bernard Buffet ,1928-1999,"USD 40,000 - USD 60,000",nov17,460,oil on canvas,"Galerie E. David et M. Garnier, Paris.",signed and dated 'Bernard Buffet 58' (lower left),25 ½ x 18 in. (65 x 46 cm.)|,"USD 93,750",Nature morte à la cafetière bleue,Painted in 1958
122,Jean-Pierre Cassigneul ,b. 1935,"USD 15,000 - USD 20,000",nov17,461,oil on canvas,"Private collection, Japan (1993).
Acquired from the above by the present owners.","signed and dated 'CASSIGNEUL 70' (lower left); signed and dated again and titled 'Cassigneul 1970 ""LE VASE de TULIPES""' (on the reverse)",31 7/8 x 25 ¾ in. (81 x 65.4 cm.)|,"USD 21,250",Le vase de tulipes,Painted in 1970
